numer_startowy;numer_klubu;sezon1;sezon2;sezon3
1701;3;407,83;168,43;183,43
1702;2;336,03;314,51;278,95
1703;3;402,73;314,05;176,81
1704;1;194,35;362,48;306,89
1705;3;159,30;245,90;271,76
1706;4;228,64;119,95;433,02
1707;3;376,35;314,49;253,18
1708;2;196,28;244,19;375,52
1709;4;196,13;276,01;311,29
1710;2;262,77;238,33;116,81
1711;1;268,28;281,88;395,11
1712;3;246,10;146,90;177,56
1713;3;304,46;360,99;302,61
1714;2;204,53;186,60;427,62
1715;3;320,07;255,52;339,67
1716;1;356,20;122,13;287,28
1717;2;161,91;131,12;425,43
1718;4;221,37;111,94;418,83
1719;1;240,23;225,47;386,27
1720;3;105,32;249,49;363,14
1721;2;323,47;141,82;246,70
1722;3;337,18;247,64;111,08
1723;4;383,19;143,48;374,29
1724;1;218,53;294,53;259,84
1725;1;266,65;344,96;338,41
1726;4;275,33;270,61;276,29
1727;4;152,68;387,19;103,24
1728;3;157,47;207,29;341,54
1729;3;376,76;396,19;255,78
1730;1;405,36;426,59;248,52
1731;4;440,38;117,64;183,00
1732;3;262,98;260,02;365,43
1733;3;190,43;146,46;245,77
1734;1;366,83;160,68;355,19
1735;2;301,53;297,02;254,21
1736;2;162,50;110,69;240,46
1737;3;422,08;408,05;232,34
1738;2;183,12;442,24;356,68
1739;1;154,65;358,06;258,33
1740;4;319,57;140,85;229,02
1741;4;161,71;205,81;160,96
1742;2;273,18;154,15;413,42
1743;3;371,90;364,32;242,24
1744;2;130,31;322,95;276,42
1745;3;114,42;321,37;368,44
1746;2;153,58;147,44;435,14
1747;1;371,51;212,43;320,66
1748;1;188,06;170,06;208,54
1749;2;342,11;385,43;238,98
1750;3;124,81;145,28;416,32
1751;3;394,29;217,28;298,83
1752;2;164,86;110,51;151,47
1753;1;205,87;409,07;336,76
1754;4;204,25;103,63;329,26
1755;3;330,78;158,74;108,54
1756;1;428,36;357,18;402,19
1757;1;441,33;269,83;150,03
1758;1;204,64;213,78;439,72
1759;3;319,72;341,43;125,54
1760;4;309,93;274,50;302,81
1761;3;152,47;145,74;424,21
1762;1;358,87;445,27;227,18
1763;1;210,19;259,84;129,65
1764;3;445,59;436,16;383,22
1765;3;193,07;312,18;148,09
1766;2;263,94;200,21;425,55
1767;1;150,86;122,70;191,79
1768;2;436,63;354,87;211,32
1769;4;351,32;157,04;425,13
1770;3;177,36;249,18;326,15
1771;4;427,37;284,26;298,56
1772;3;392,54;189,94;138,38
1773;2;273,03;176,47;339,63
1774;4;259,77;242,38;109,31
1775;3;350,41;436,48;153,10
1776;4;215,05;299,40;243,30
1777;2;375,42;166,53;402,86
1778;4;429,93;384,90;216,52
1779;1;311,98;102,90;419,00
1780;3;199,62;404,01;193,05
1781;3;222,25;420,70;380,61
1782;4;393,71;229,03;270,44
1783;2;276,47;238,32;416,03
1784;2;110,97;129,58;256,41
1785;2;108,08;279,02;422,55
1786;3;207,21;124,31;236,33
1787;2;299,83;319,29;289,39
1788;2;176,22;164,41;429,73
1789;4;226,05;226,98;330,57
1790;4;243,41;111,66;213,96
1791;2;173,43;256,91;201,39
1792;3;388,82;301,26;329,71
1793;3;171,38;277,03;197,89
1794;3;124,16;401,96;415,75
1795;1;222,72;161,73;198,79
1796;4;441,68;190,26;419,85
1797;3;357,87;412,29;424,97
1798;2;165,58;171,24;249,27
1799;2;337,85;202,72;280,78
1800;3;333,41;105,49;400,61
1801;2;428,01;427,67;427,84
1802;4;424,43;379,27;317,29
1803;3;388,88;313,50;146,42
1804;1;436,35;124,71;189,96
1805;3;195,99;247,75;429,25
1806;3;392,59;387,08;258,15
1807;4;354,95;194,22;160,38
1808;2;339,43;234,38;378,22
1809;2;145,16;317,53;314,37
1810;2;159,81;156,38;413,74
1811;4;106,69;347,23;253,81
1812;3;360,29;165,87;252,33
1813;2;361,33;125,07;331,35
1814;2;174,77;436,12;330,24
1815;4;148,69;221,53;297,83
1816;3;217,28;345,92;239,82
1817;2;390,02;411,73;379,89
1818;3;395,16;319,90;199,68
1819;2;277,23;189,59;180,73
1820;2;423,66;265,94;139,64
1821;1;239,23;282,85;383,10
1822;2;101,74;110,48;395,98
1823;3;211,90;349,81;378,51
1824;3;276,21;248,84;397,99
1825;2;121,95;199,09;212,50
1826;4;172,75;120,98;433,72
1827;3;339,09;385,51;196,62
1828;1;338,54;273,87;137,70
1829;3;122,97;409,75;405,22
1830;3;372,43;144,83;241,01
1831;2;242,89;100,19;358,33
1832;2;327,65;287,35;370,68
1833;1;164,28;259,08;174,88
1834;3;224,09;115,85;377,29
1835;4;322,02;181,41;419,20
1836;1;447,19;430,02;145,73
1837;1;202,46;443,78;234,14
1838;4;396,76;110,20;444,49
1839;3;200,64;357,49;302,36
1840;2;119,46;314,16;215,84
1841;1;327,30;178,69;113,87
1842;2;415,37;289,41;166,69
1843;3;102,92;343,53;400,86
1844;2;422,70;196,29;331,43
1845;3;438,34;248,95;252,17
1846;4;298,51;247,67;380,92
1847;2;342,84;117,13;268,46
1848;2;306,44;430,09;114,63
1849;2;405,24;392,92;250,88
1850;2;296,46;421,24;187,58
1851;3;179,08;397,18;295,59
1852;3;146,58;367,02;193,99
1853;2;151,65;204,80;331,60
1854;3;360,10;373,30;315,83
1855;1;263,96;105,06;261,92
1856;2;291,76;210,58;263,72
1857;1;444,63;221,33;128,54
1858;2;319,61;117,67;336,73
1859;1;266,41;272,09;390,47
1860;3;117,71;386,87;360,00
1861;3;280,93;186,34;377,56
1862;2;309,89;185,38;337,27
1863;4;252,60;151,04;225,84
1864;2;303,18;227,45;334,49
1865;1;344,29;233,88;335,12
1866;4;249,43;408,43;247,62
1867;3;234,24;352,39;374,97
1868;3;286,37;145,32;312,21
1869;3;287,16;100,29;165,18
1870;1;252,18;232,45;257,30
1871;2;416,03;393,45;334,89
1872;2;397,29;308,00;312,80
1873;1;158,59;170,19;125,94
1874;3;136,40;414,90;166,01
1875;3;390,24;256,15;259,85
1876;1;203,71;364,19;421,32
1877;3;350,00;148,88;271,71
1878;1;444,72;259,57;340,84
1879;2;135,02;403,16;396,22
1880;4;280,65;279,29;226,70
1881;3;115,48;265,73;332,02
1882;3;164,58;233,92;149,65
1883;2;424,99;343,57;113,70
1884;4;282,30;207,91;233,04
1885;2;157,73;326,88;273,82
1886;4;173,42;115,82;122,63
1887;2;347,02;351,11;158,00
1888;3;255,69;198,85;347,55
1889;3;210,86;281,46;404,91
1890;4;289,95;229,99;242,31
1891;3;240,70;172,15;247,04
1892;2;427,40;316,80;300,69
1893;4;257,81;153,04;370,58
1894;2;296,16;154,54;292,45
1895;3;340,42;144,28;213,02
1896;3;383,20;367,38;275,01
1897;1;283,44;370,34;307,25
1898;3;193,47;344,55;243,64
1899;2;135,43;102,70;175,75
1900;4;443,23;147,30;409,28
1901;4;419,68;399,35;403,55
1902;2;152,59;335,68;357,08
1903;1;262,51;394,63;233,92
1904;4;312,78;362,18;391,31
1905;2;342,55;440,84;407,25
1906;3;365,72;140,21;243,16
1907;1;177,02;438,81;446,06
1908;2;105,34;198,08;248,10
1909;4;252,80;294,73;328,62
1910;3;106,60;357,05;360,44
1911;2;190,25;100,15;115,61
1912;3;424,50;142,43;292,37
1913;2;232,34;136,27;142,29
1914;3;337,99;186,32;219,51
1915;3;216,59;239,46;366,23
1916;3;305,03;438,28;445,50
1917;1;329,81;352,42;135,81
1918;1;299,68;243,40;315,13
1919;3;343,75;421,34;351,55
1920;4;390,17;371,82;408,97
1921;3;303,31;182,17;222,03
1922;4;114,52;101,60;215,42
1923;4;427,67;292,09;287,35
1924;1;222,60;378,29;241,80
1925;3;409,65;223,67;265,29
1926;3;364,63;189,93;351,67
1927;2;346,63;177,40;406,65
1928;2;184,88;307,78;240,44
1929;4;361,14;343,72;133,16
1930;1;178,16;177,37;109,62
1931;2;208,97;268,85;382,41
1932;2;336,47;206,19;151,23
1933;1;371,77;107,41;384,35
1934;2;193,69;188,85;152,23
1935;4;185,13;364,44;231,51
1936;3;111,60;160,54;382,52
1937;1;228,34;360,01;353,78
1938;2;321,44;236,92;233,73
1939;2;137,46;282,15;174,69
1940;1;314,71;228,87;387,40
1941;3;143,44;307,72;236,36
1942;3;273,62;190,42;325,53
1943;3;196,94;380,74;226,35
1944;3;386,57;121,93;176,13
1945;2;355,09;410,11;246,50
1946;4;235,93;415,37;348,95
1947;2;154,88;183,96;406,05
1948;3;168,35;178,37;223,03
1949;2;114,51;348,21;244,61
1950;2;110,29;411,58;429,32
1951;3;396,33;248,45;113,76
1952;1;302,88;103,40;367,64
1953;4;344,41;263,10;169,35
1954;3;136,71;286,11;309,68
1955;1;426,07;197,23;101,04
1956;2;406,93;147,27;343,74
1957;2;356,09;204,59;218,57
1958;3;365,73;278,95;114,14
1959;4;166,93;383,97;423,46
1960;3;217,48;106,65;281,80
1961;1;143,09;420,11;318,38
1962;2;235,72;440,46;388,91
1963;3;221,74;392,51;294,84
1964;2;341,81;405,11;372,03
1965;3;214,72;430,18;316,41
1966;3;153,96;205,95;274,63
1967;2;247,66;135,95;240,44
1968;3;242,09;109,82;293,23
1969;2;105,34;187,35;142,83
1970;2;344,23;431,35;381,29
1971;2;282,25;117,89;364,27
1972;2;280,46;378,70;277,26
1973;3;382,65;423,46;145,68
1974;2;380,00;286,88;174,87
1975;3;361,59;409,87;376,76
1976;1;339,07;117,51;306,39
1977;3;297,01;165,63;401,83
1978;3;174,26;170,51;427,05
1979;2;253,46;347,08;182,99
1980;3;177,34;300,79;243,71
1981;1;447,60;235,66;386,10
1982;4;234,21;355,52;272,33
1983;2;229,97;373,41;242,71
1984;4;177,98;118,24;213,94
1985;2;166,22;348,54;439,49
1986;1;373,54;132,14;357,80
1987;1;257,02;368,32;258,69
1988;1;103,60;299,35;399,44
1989;2;144,93;220,75;308,25
1990;1;147,94;150,64;247,92
1991;4;126,21;446,85;258,10
1992;4;122,56;176,77;340,94
1993;2;417,53;440,53;224,28
1994;3;268,35;210,36;437,64
1995;2;226,03;288,18;373,66
1996;4;360,92;135,27;291,61
1997;3;147,92;437,46;430,85
1998;1;391,78;160,18;175,29
1999;2;398,18;117,34;256,49
2000;3;325,46;356,80;192,27
2001;1;154,29;364,32;328,75
2002;3;433,20;237,76;243,28
2003;3;199,26;180,31;392,93
2004;2;449,73;403,63;374,25
2005;1;300,88;427,11;250,14
2006;1;418,73;349,12;380,13
2007;1;291,88;376,09;135,32
2008;4;360,74;308,77;384,00
2009;3;129,29;156,06;339,00
2010;3;174,07;192,49;436,14
2011;4;359,46;447,60;447,52
2012;3;368,36;125,82;226,73
2013;2;399,09;414,21;105,52
2014;3;323,13;363,73;340,93
2015;2;163,38;422,81;115,27
2016;3;408,30;441,72;359,55
2017;4;136,58;444,02;350,71
2018;2;168,43;242,12;189,79
2019;2;239,68;173,19;295,81
2020;3;250,90;206,90;374,64
2021;3;291,42;247,83;364,63
2022;2;112,43;423,77;423,97
2023;3;353,96;307,49;415,89
2024;4;189,22;296,27;270,61
2025;3;136,45;256,64;251,96
2026;1;407,49;222,37;360,71
2027;4;172,63;127,33;133,12
2028;2;277,19;328,87;338,47
2029;1;201,91;298,20;326,12
2030;2;251,84;374,11;366,31
2031;3;131,33;339,35;188,72
2032;3;203,11;449,83;233,95
2033;1;178,30;294,48;177,40
2034;1;247,41;418,84;437,26
2035;3;159,98;294,46;310,28
2036;4;328,50;240,40;246,20
2037;2;159,11;335,56;353,89
2038;2;411,31;118,43;218,67
2039;3;311,24;108,13;314,00
2040;1;270,43;355,52;253,68
2041;2;398,41;249,84;263,74
2042;4;200,30;285,26;268,05
2043;2;281,17;296,14;239,22
2044;1;259,64;363,58;338,91
2045;2;442,17;194,99;403,94
2046;1;137,49;395,69;128,66
2047;3;128,32;292,30;280,03
2048;2;186,38;196,61;374,99
2049;3;241,05;177,17;234,74
2050;3;121,92;228,95;413,09
2051;3;118,80;297,29;244,81
2052;2;444,59;164,93;410,39
2053;4;137,40;428,21;257,90
2054;3;206,09;204,90;168,47
2055;2;188,89;293,03;389,74
2056;3;433,85;148,81;146,15
2057;1;102,49;190,54;327,97
2058;2;289,02;288,79;411,34
2059;3;347,31;429,17;136,13
2060;2;283,45;367,78;291,91
2061;2;338,75;247,13;130,46
2062;3;251,53;276,02;221,18
2063;1;150,17;321,93;238,40
2064;4;268,34;266,26;351,69
2065;2;219,65;234,59;364,77
2066;2;285,81;351,01;209,29
2067;2;255,19;204,13;261,26
2068;3;122,90;113,66;129,09
2069;1;168,56;214,40;340,53
2070;1;135,32;240,38;317,28
2071;2;425,39;167,47;348,64
2072;2;435,16;165,83;199,52
2073;2;280,79;243,93;267,14
2074;3;415,69;233,17;237,68
2075;1;365,06;354,72;310,02
2076;3;161,78;183,41;145,57
2077;2;393,88;412,93;300,73
2078;3;161,57;218,24;139,31
2079;3;105,87;231,53;416,34
2080;2;333,27;180,51;144,77
2081;3;376,56;163,37;284,73
2082;2;396,15;106,84;127,46
2083;3;153,49;392,30;362,97
2084;3;431,32;394,45;257,57
2085;3;252,57;213,69;305,66
2086;3;445,61;408,47;102,58
2087;2;110,76;107,02;105,66
2088;2;186,41;422,15;333,68
2089;1;300,03;318,26;286,20
2090;1;231,57;380,45;309,32
2091;4;442,25;184,34;110,21
2092;1;240,09;258,36;337,66
2093;3;384,03;427,28;264,74
2094;3;394,38;179,46;150,18
2095;2;166,65;423,12;147,50
2096;3;420,50;241,45;287,53
2097;1;262,25;122,86;134,20
2098;3;438,59;138,59;223,44
2099;2;132,70;183,35;222,27
2100;3;108,92;361,57;396,14
2101;3;178,69;263,49;293,01
2102;2;199,67;397,01;309,00
2103;3;192,09;179,03;404,36
2104;3;275,62;180,69;396,83
2105;4;398,05;320,09;435,59
2106;2;214,92;164,51;257,20
2107;4;173,36;208,19;214,71
2108;1;246,19;272,04;156,14
2109;1;247,11;321,97;185,80
2110;1;209,46;144,93;150,51
2111;1;247,09;202,49;409,26
2112;1;388,23;439,76;122,88
2113;2;292,57;296,27;399,23
2114;3;410,13;214,82;266,24
2115;2;111,77;325,93;341,02
2116;3;200,53;139,93;318,42
2117;4;165,46;358,87;266,71
2118;4;230,58;436,25;365,77
2119;3;159,19;264,84;368,99
2120;2;109,76;104,02;317,76
2121;2;247,55;407,53;292,86
2122;2;345,29;200,07;369,73
2123;3;427,95;408,48;211,85
2124;3;152,11;352,32;152,84
2125;3;131,75;350,26;318,19
2126;3;169,06;255,14;252,49
2127;1;262,43;306,86;370,53
2128;4;218,31;411,08;305,30
2129;3;419,05;199,95;406,06
2130;1;126,32;224,87;416,33
2131;2;258,98;131,76;154,11
2132;2;196,75;233,31;210,09
2133;3;173,95;293,23;196,86
2134;3;290,64;164,33;314,49
2135;2;433,37;404,77;304,82
2136;2;292,62;414,24;209,39
2137;2;206,73;415,52;162,96
2138;4;419,61;342,34;310,62
2139;3;171,11;297,14;394,16
2140;3;133,01;285,44;389,26
2141;2;138,13;134,44;351,12
2142;2;248,15;200,96;318,94
2143;1;171,92;272,77;160,25
2144;2;410,69;123,62;342,14
2145;2;108,02;213,60;163,41
2146;2;153,11;260,16;315,09
2147;3;228,72;110,78;403,60
2148;1;151,35;307,58;308,85
2149;2;288,97;138,24;265,71
2150;1;277,47;331,85;221,28
2151;2;150,68;320,18;224,96
2152;2;372,98;253,38;300,35
2153;1;111,29;200,76;281,19
2154;3;164,74;356,88;286,72
2155;2;131,40;415,33;130,68
2156;4;264,94;383,39;188,78
2157;1;119,32;141,04;307,28
2158;3;101,35;190,30;217,00
2159;4;178,79;107,78;146,18
2160;3;419,25;202,06;198,06
2161;2;166,65;107,09;129,41
2162;3;387,67;120,78;416,35
2163;3;305,15;119,23;217,99
2164;3;319,69;106,29;135,34
2165;2;259,81;129,50;386,98
2166;4;302,70;119,63;299,92
2167;1;444,41;283,73;435,76
2168;4;162,85;161,19;273,98
2169;3;214,45;138,35;397,36
2170;2;437,95;441,51;284,14
2171;2;367,52;298,39;399,03
2172;3;422,89;226,10;160,96
2173;3;393,77;199,50;392,70
2174;2;248,59;353,74;449,81
2175;3;312,86;380,27;233,15
2176;2;205,67;109,20;342,47
2177;1;435,42;383,48;301,16
2178;3;385,08;262,56;411,25
2179;3;446,40;348,08;171,89
2180;2;364,53;335,47;327,57
2181;4;127,55;102,84;257,10
2182;2;202,61;205,07;184,89
2183;2;389,79;333,85;181,76
2184;3;443,36;209,87;433,35
2185;3;184,34;165,67;349,80
2186;2;371,63;146,33;214,33
2187;3;435,95;202,20;265,91
2188;3;366,39;195,82;131,38
2189;3;272,79;363,96;243,75
2190;3;296,82;386,01;213,88
2191;2;416,96;119,43;371,58
2192;3;391,79;178,82;257,71
2193;2;142,15;382,36;176,23
2194;3;212,66;111,23;265,90
2195;3;197,90;144,24;281,55
2196;4;105,40;225,15;295,58
2197;3;111,41;162,61;408,43
2198;2;399,78;305,82;255,63
2199;3;208,82;438,25;411,25
2200;2;122,48;358,53;207,86
2201;3;251,22;286,77;141,49
2202;3;139,82;194,23;373,67
2203;4;323,05;403,58;440,53
2204;4;290,47;428,06;321,84
2205;3;341,49;223,36;386,62
2206;2;265,43;292,08;136,91
2207;4;197,37;240,81;152,07
2208;3;122,13;238,59;339,72
2209;4;209,88;389,51;410,15
2210;1;373,99;201,66;197,48
2211;4;119,09;127,54;378,49
2212;4;108,90;201,35;320,83
2213;4;212,75;270,10;261,11
2214;2;404,25;302,20;236,82
2215;2;306,37;404,03;296,81
2216;3;421,78;127,34;240,00
2217;2;361,77;261,70;117,34
2218;2;316,52;356,39;340,12
2219;3;332,17;103,04;302,87
2220;2;126,18;161,96;220,47
2221;2;386,87;223,71;161,96
2222;3;130,48;402,89;154,38
2223;2;124,80;361,24;404,03
2224;4;194,33;337,93;328,95
2225;3;447,86;142,15;280,78
2226;2;443,46;440,77;259,29
2227;3;111,42;238,64;444,38
2228;2;100,48;298,08;164,45
2229;4;248,48;141,78;250,60
2230;1;112,55;285,17;230,56
2231;1;317,74;186,85;407,03
2232;4;376,37;105,64;127,85
2233;3;443,74;140,00;391,44
2234;1;216,46;383,43;315,18
2235;3;184,92;269,41;243,06
2236;1;264,05;155,91;251,66
2237;2;387,82;145,74;392,38
2238;3;170,00;397,87;253,39
2239;3;156,84;391,21;103,48
2240;2;196,60;189,79;359,64
2241;1;435,41;340,16;449,83
2242;3;201,14;312,49;201,95
2243;2;226,69;301,48;281,99
2244;2;119,10;447,00;197,76
2245;2;416,12;200,32;246,42
2246;2;120,31;392,51;423,84
2247;4;215,44;349,51;333,92
2248;1;381,15;389,99;349,22
2249;4;364,31;205,83;411,00
2250;2;140,63;207,50;389,46
2251;3;160,32;298,78;394,09
2252;3;129,38;191,04;150,51
2253;4;343,69;242,48;116,59
2254;2;225,43;173,69;375,81
2255;1;223,94;383,40;147,31
2256;2;316,23;157,39;449,50
2257;3;305,59;156,20;350,49
2258;2;338,00;401,70;192,94
2259;3;383,13;119,18;266,69
2260;3;197,23;260,74;268,80
2261;1;389,71;376,76;177,90
2262;2;442,39;373,13;329,35
2263;3;283,42;102,38;133,57
2264;2;353,37;425,33;333,52
2265;2;394,17;116,35;147,63
2266;3;155,54;448,97;322,70
2267;4;443,65;154,39;281,90
2268;3;210,37;144,90;329,66
2269;2;390,45;187,99;358,78
2270;4;313,57;156,03;256,63
2271;3;388,63;106,82;207,64
2272;2;253,51;150,68;285,53
2273;3;203,34;345,30;432,94
2274;4;418,49;234,11;432,51
2275;1;401,06;179,59;312,10
2276;1;421,45;294,00;169,66
2277;1;418,55;409,62;191,40
2278;4;270,33;282,03;168,16
2279;3;210,27;242,77;390,65
2280;2;301,36;395,86;442,73
2281;3;273,42;197,00;226,20
2282;3;219,99;112,04;152,89
2283;4;357,83;156,43;325,26
2284;4;132,95;394,26;427,86
2285;3;108,38;196,57;119,78
2286;3;424,00;295,83;425,18
2287;3;117,33;334,96;111,77
2288;2;205,29;150,38;281,38
2289;2;426,84;449,22;253,43
2290;1;221,35;191,12;308,87
2291;3;271,00;212,27;219,69
2292;3;247,24;364,93;224,16
2293;4;101,75;332,45;352,35
2294;3;227,16;230,40;191,00
2295;3;350,22;247,19;100,34
2296;2;307,94;412,38;353,22
2297;3;142,91;264,32;371,23
2298;4;396,06;208,47;313,64
2299;2;268,28;252,41;117,42
2300;3;137,42;422,98;397,40
2301;2;235,79;189,87;363,51
2302;2;358,10;169,19;235,46
2303;1;106,70;445,09;226,20
2304;3;225,70;421,44;401,37
2305;4;245,77;375,07;148,95
2306;4;398,30;253,40;228,22
2307;4;172,42;240,14;239,10
2308;1;167,49;389,59;259,46
2309;1;336,94;213,06;413,08
2310;3;342,14;250,36;164,81
2311;1;433,90;281,99;266,91
2312;3;397,34;225,76;292,24
2313;4;428,90;377,04;306,15
2314;2;303,69;121,11;261,52
2315;2;163,84;432,96;104,85
2316;3;185,22;159,26;221,84
2317;1;231,73;129,27;361,58
2318;2;344,84;317,08;385,41
2319;1;176,18;415,08;261,12
2320;3;222,42;170,31;123,80
2321;3;321,70;199,85;282,29
2322;4;114,58;370,62;145,28
2323;4;378,28;306,72;198,10
2324;3;381,34;436,04;259,21
2325;1;238,36;427,22;156,21
2326;4;240,22;381,53;106,65
2327;3;377,96;410,92;308,04
2328;2;199,59;425,70;350,84
2329;1;171,07;288,47;381,89
2330;2;233,80;381,07;389,62
2331;2;111,79;447,30;425,94
2332;1;411,54;295,04;341,72
2333;3;442,37;311,14;145,98
2334;3;159,04;108,80;318,21
2335;4;359,20;311,24;339,58
2336;1;192,71;382,48;209,45
2337;1;412,71;221,20;256,69
2338;2;432,56;429,24;147,92
2339;3;195,59;384,33;374,70
2340;4;166,20;183,55;264,23
2341;4;173,27;199,62;286,74
2342;1;334,54;170,96;358,98
2343;3;401,45;322,69;335,46
2344;2;130,78;389,34;171,55
2345;3;322,49;436,91;365,15
2346;2;413,38;297,75;167,67
2347;1;151,87;264,50;240,22
2348;1;277,82;443,04;355,10
2349;4;234,22;427,32;209,17
2350;1;393,26;406,01;184,00
2351;1;107,08;330,24;179,03
2352;2;236,71;119,94;296,40
2353;2;194,89;183,24;110,49
2354;3;214,43;225,42;404,40
2355;2;132,18;401,85;385,25
2356;3;195,53;134,53;376,39
2357;1;177,08;154,56;428,38
2358;1;332,70;339,61;197,73
2359;4;127,25;420,32;326,25
2360;1;326,58;321,84;365,77
2361;2;257,05;274,87;333,36
2362;3;308,25;162,41;319,06
2363;3;184,12;112,85;170,71
2364;3;388,91;262,70;279,36
2365;2;439,73;409,41;344,73
2366;3;219,34;212,55;393,39
2367;2;248,85;406,87;382,65
2368;2;368,54;189,22;286,56
2369;2;113,80;378,84;219,31
2370;1;305,38;430,49;247,88
2371;4;184,44;104,15;322,02
2372;2;277,44;431,71;201,85
2373;4;348,65;269,79;230,07
2374;2;431,26;197,70;390,00
2375;4;271,98;357,09;232,31
2376;1;165,58;166,54;107,84
2377;3;305,75;353,68;312,46
2378;1;206,83;106,38;304,38
2379;2;291,93;227,26;325,49
2380;2;356,29;223,44;194,96
2381;2;409,06;409,65;255,94
2382;2;238,88;110,28;411,98
2383;2;135,44;267,23;302,81
2384;4;345,76;158,10;156,44
2385;2;350,51;272,89;234,63
2386;3;408,97;403,64;317,49
2387;2;355,37;166,80;132,08
2388;1;180,21;150,75;286,77
2389;3;302,87;332,94;147,13
2390;1;185,54;138,27;391,50
2391;2;203,99;361,80;270,60
2392;3;154,24;236,84;217,78
2393;2;198,35;448,91;216,48
2394;2;363,56;362,62;114,28
2395;1;389,34;446,72;442,80
2396;2;375,88;122,81;191,00
2397;2;318,80;158,14;135,57
2398;2;309,44;156,57;438,74
2399;3;203,94;158,18;367,95
2400;4;431,84;212,68;441,80
2401;4;217,47;427,99;347,83
2402;1;283,77;327,57;136,47
2403;2;268,57;102,45;155,56
2404;2;351,72;431,51;264,28
2405;1;440,25;312,76;169,97
2406;3;414,24;362,25;397,57
2407;4;351,55;204,94;231,14
2408;3;354,96;140,00;234,71
2409;1;177,97;417,73;292,95
2410;3;230,64;315,35;117,75
2411;3;279,56;217,82;129,29
2412;3;121,09;313,44;274,35
2413;1;162,30;349,14;326,28
2414;3;368,64;289,83;363,69
2415;3;154,99;234,18;223,18
2416;2;389,25;171,83;140,39
2417;2;311,42;419,95;348,23
2418;4;161,37;377,96;352,55
2419;3;326,69;422,43;224,36
2420;2;235,78;345,72;302,92
2421;3;401,36;358,70;439,24
2422;3;201,46;258,75;389,99
2423;2;100,97;166,14;154,89
2424;4;205,74;234,51;304,70
2425;3;274,86;121,69;316,40
2426;2;171,11;329,73;351,60
2427;3;379,23;125,76;136,94
2428;3;373,65;345,14;130,85
2429;3;428,94;337,29;149,18
2430;2;389,03;379,87;113,72
2431;4;289,37;135,91;225,08
2432;4;431,63;427,02;159,45
2433;2;311,16;389,07;133,85
2434;4;426,90;114,42;175,92
2435;2;393,90;170,90;303,21
2436;4;309,68;421,29;185,55
2437;2;434,71;342,39;317,89
2438;3;298,95;186,58;240,44
2439;3;215,41;426,42;298,67
2440;2;262,06;136,76;104,94
2441;3;350,53;439,72;330,69
2442;2;178,96;401,00;281,74
2443;3;241,32;112,44;418,24
2444;3;424,25;249,56;341,68
2445;1;364,17;174,38;112,82
2446;3;437,49;413,18;407,69
2447;3;282,45;429,55;397,40
2448;3;386,83;186,32;219,90
2449;1;188,39;152,42;313,01
2450;1;162,63;185,03;314,18
2451;2;216,10;101,31;138,05
2452;1;370,78;424,73;342,65
2453;2;144,14;382,33;299,53
2454;4;412,81;247,55;307,85
2455;2;162,72;260,56;213,08
2456;3;102,45;423,82;235,01
2457;4;285,74;250,44;315,40
2458;3;306,33;117,53;231,01
2459;2;314,13;194,87;170,22
2460;4;358,20;321,50;322,47
2461;1;288,15;241,03;183,92
2462;2;344,48;263,18;150,69
2463;3;277,27;372,46;243,47
2464;3;149,76;231,72;292,99
2465;2;292,07;256,57;107,04
2466;2;141,54;369,25;208,72
2467;4;155,30;448,21;229,09
2468;4;221,66;105,67;195,98
2469;2;386,16;143,11;221,48
2470;2;153,27;374,21;382,36
2471;2;429,86;165,11;180,82
2472;1;371,36;166,33;337,08
2473;1;437,85;325,01;236,70
2474;2;253,31;433,22;289,52
2475;3;228,05;347,16;332,26
2476;4;101,01;274,88;293,19
2477;2;271,14;179,73;425,42
2478;2;144,41;356,42;394,52
2479;1;381,33;442,75;348,17
2480;1;317,16;132,42;256,01
2481;2;282,66;169,65;370,10
2482;2;202,56;167,69;369,28
2483;4;362,61;114,59;188,83
2484;3;121,37;446,86;175,71
2485;2;200,98;408,13;309,77
2486;3;439,13;195,99;291,86
2487;1;415,28;359,31;229,18
2488;3;362,87;252,98;250,51
2489;4;301,71;298,12;185,31
2490;1;182,19;311,11;266,66
2491;4;348,57;260,97;264,20
2492;2;362,66;290,89;185,97
2493;4;267,86;373,60;393,79
2494;1;381,17;147,72;322,67
2495;2;101,00;277,18;121,63
2496;2;144,40;263,60;407,54
2497;2;407,82;442,18;426,21
2498;1;220,61;204,44;332,10
2499;2;273,62;355,48;208,69
2500;2;122,54;160,08;191,93
2501;2;299,92;347,81;166,68
2502;3;287,86;354,13;272,38
2503;2;325,61;322,96;291,94
2504;4;237,73;381,40;268,38
2505;3;242,09;369,37;369,92
2506;2;177,63;168,88;165,40
2507;4;320,64;210,63;277,28
2508;3;306,93;215,53;422,47
2509;3;243,07;197,72;212,62
2510;2;120,43;236,09;443,79
2511;1;198,20;125,52;298,28
2512;2;147,74;235,07;143,56
2513;3;416,23;108,72;375,95
2514;1;322,35;419,78;314,87
2515;2;164,66;115,39;391,21
2516;1;224,71;278,89;224,11
2517;4;390,27;128,12;159,13
2518;2;411,37;429,18;108,92
2519;4;230,55;416,20;227,87
2520;2;271,65;285,05;418,78
2521;1;359,96;349,92;417,60
